TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
Matutino,Solteiro(a),Masculino,27/02/2018,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,27/02/2018,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,27/02/2018,Mudança de Município,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,27/02/2018,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Matutino,Casado(a),Masculino,27/02/2018,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Noturno,Solteiro(a),Feminino,26/02/2018,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA - MÓDULO I,Saúde
Noturno,Casado(a),Masculino,26/02/2018,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,26/02/2018,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Casado(a),Masculino,24/02/2018,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,23/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,23/02/2018,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Matutino,Solteiro(a),Masculino,23/02/2018,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Matutino,Solteiro(a),Masculino,23/02/2018,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Noturno,Solteiro(a),Masculino,22/02/2018,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
Noturno,Solteiro(a),Masculino,22/02/2018,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
Noturno,Solteiro(a),Masculino,22/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Matutino,Solteiro(a),Feminino,22/02/2018,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Matutino,Solteiro(a),Feminino,22/02/2018,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Noturno,Casado(a),Feminino,21/02/2018,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA - MÓDULO I,Saúde
Noturno,Casado(a),Feminino,21/02/2018,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA - MÓDULO I,Saúde
Matutino,Solteiro(a),Masculino,21/02/2018,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,21/02/2018,Alteração de Horário,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,21/02/2018,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,21/02/2018,Alteração de Horário,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,21/02/2018,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,21/02/2018,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,21/02/2018,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,21/02/2018,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,21/02/2018,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Matutino,Solteiro(a),Masculino,21/02/2018,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Noturno,Solteiro(a),Masculino,15/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Masculino,15/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Masculino,09/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
Noturno,Solteiro(a),Masculino,09/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
Matutino,Solteiro(a),Masculino,07/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Solteiro(a),Masculino,06/02/2018,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Casado(a),Masculino,06/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
Noturno,Casado(a),Masculino,06/02/2018,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
Noturno,Solteiro(a),Feminino,30/01/2018,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM FOTOGRAFIA - I MÓDULO ,Artes
Noturno,Solteiro(a),Feminino,30/01/2018,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM FOTOGRAFIA - I MÓDULO ,Artes
Noturno,Solteiro(a),Feminino,16/01/2018,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - CONCLUSÃO - V MÓDULO,Design
Matutino,Solteiro(a),Masculino,28/11/2017,Não se adaptou a metodologia,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Matutino,Solteiro(a),Masculino,27/11/2017,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Noturno,Solteiro(a),Masculino,21/11/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,10/11/2017,Mudança de Município,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,10/11/2017,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Solteiro(a),Masculino,09/11/2017,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Casado(a),Masculino,30/10/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  IV MÓDULO,Design
Matutino,Casado(a),Masculino,30/10/2017,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Noturno,Solteiro(a),Feminino,17/10/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Casado(a),Masculino,17/10/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,11/10/2017,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Matutino,Solteiro(a),Masculino,10/10/2017,Dificuldades Financeiras,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Matutino,Solteiro(a),Masculino,10/10/2017,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Matutino,Casado(a),Feminino,09/10/2017,Motivo de Saúde,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Matutino,Casado(a),Feminino,09/10/2017,Motivo de Saúde,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Noturno,Solteiro(a),Masculino,04/10/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Feminino,03/10/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,03/10/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Casado(a),Feminino,03/10/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Feminino,03/10/2017,Não se identificou com o curso,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Noturno,Solteiro(a),Masculino,02/10/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,02/10/2017,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Casado(a),Masculino,02/10/2017,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Matutino,Casado(a),Masculino,02/10/2017,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
Matutino,Solteiro(a),Masculino,29/09/2017,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,25/09/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,25/09/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,25/09/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,25/09/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Feminino,25/09/2017,Mudança de Município,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,25/09/2017,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Matutino,Solteiro(a),Masculino,21/09/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,20/09/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,19/09/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,19/09/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,19/09/2017,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,14/09/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Masculino,11/09/2017,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
Noturno,Solteiro(a),Masculino,11/09/2017,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Solteiro(a),Masculino,10/09/2017,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
Noturno,Solteiro(a),Masculino,06/09/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Solteiro(a),Masculino,06/09/2017,Dificuldades Financeiras,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Masculino,05/09/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Solteiro(a),Feminino,04/09/2017,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,04/09/2017,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,01/09/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Matutino,Solteiro(a),Masculino,01/09/2017,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Noturno,Solteiro(a),Masculino,31/08/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,31/08/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Matutino,Solteiro(a),Masculino,31/08/2017,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Matutino,Solteiro(a),Masculino,30/08/2017,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Matutino,Solteiro(a),Masculino,30/08/2017,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
Noturno,Solteiro(a),Masculino,29/08/2017,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,29/08/2017,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,29/08/2017,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Casado(a),Feminino,29/08/2017,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
Noturno,Solteiro(a),Masculino,29/08/2017,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
Noturno,Casado(a),Feminino,29/08/2017,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
Noturno,Solteiro(a),Masculino,29/08/2017,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
Noturno,Solteiro(a),Masculino,28/08/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Masculino,28/08/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Solteiro(a),Masculino,28/08/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Solteiro(a),Masculino,25/08/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Feminino,23/08/2017,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,22/08/2017,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,21/08/2017,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,16/08/2017,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Noturno,Solteiro(a),Masculino,16/08/2017,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
Matutino,Solteiro(a),Masculino,15/08/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Matutino,Solteiro(a),Masculino,15/08/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
Noturno,Solteiro(a),Feminino,10/08/2017,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,10/08/2017,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Feminino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Feminino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,09/08/2017,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
Noturno,Solteiro(a),Masculino,08/08/2017,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,08/08/2017,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,20/06/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
Matutino,Solteiro(a),Masculino,07/06/2017,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Noturno,Solteiro(a),Feminino,05/06/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Solteiro(a),Masculino,05/06/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 5,Informática
Matutino,Divorciado(a),Masculino,31/05/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Matutino,Solteiro(a),Feminino,16/05/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,15/05/2017,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
Noturno,Divorciado(a),Masculino,12/05/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,10/05/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,05/05/2017,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - III Módulo,Design
Noturno,Solteiro(a),Feminino,28/04/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Noturno,Solteiro(a),Masculino,27/04/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,24/04/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,17/04/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Feminino,07/04/2017,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
Matutino,Solteiro(a),Masculino,03/04/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
Noturno,Solteiro(a),Masculino,03/04/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - I MÓDULO,Informática
Noturno,Casado(a),Masculino,03/04/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Casado(a),Masculino,31/03/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,29/03/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Casado(a),Masculino,27/03/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Feminino,24/03/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,23/03/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - I MÓDULO,Informática
Matutino,Solteiro(a),Feminino,20/03/2017,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Solteiro(a),Masculino,17/03/2017,Adiamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,16/03/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,13/03/2017,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,11/03/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO IV,Informática
Matutino,Solteiro(a),Masculino,10/03/2017,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
Noturno,Solteiro(a),Masculino,10/03/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Masculino,09/03/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Masculino,08/03/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Solteiro(a),Masculino,08/03/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
